Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2024/01/30 05:14,Wells,2889,HSBC,8609,11211.2,USD,11211.2,USD,ACH,0
2024/03/27 10:38,UBS,8081,Citibank,6305,50.0,EUR,50.0,EUR,Wire,0
2024/03/22 09:07,UBS,7522,Citibank,5924,8616.62,EUR,8616.62,EUR,Wire,0
2024/02/12 15:00,Citibank,6512,Barclays,6300,6898.52,USD,6898.52,USD,ACH,0
2024/02/29 09:58,Wells,7098,BNP,8560,2791.21,USD,2791.21,USD,Wire,0
2024/02/01 06:53,Deutsche,2980,BNP,8149,6179.42,USD,6179.42,USD,Wire,0
2024/03/12 05:58,Barclays,2619,Chase,6831,6365.61,USD,6365.61,USD,Wire,0
2024/01/07 12:42,Deutsche,5383,UBS,1642,8445.49,USD,8445.49,USD,Wire,0
2024/03/19 13:20,Wells,2372,Chase,8191,2127.82,USD,2127.82,USD,Wire,0
2024/01/03 09:39,Barclays,7172,UBS,2676,6840.76,USD,6840.76,USD,Credit Card,0
2024/02/25 14:47,Chase,5971,Barclays,1203,11213.25,EUR,11213.25,EUR,Wire,0
2024/01/15 23:02,Wells,6143,Deutsche,7123,8396.95,EUR,8396.95,EUR,ACH,0
2024/03/24 14:37,Barclays,6556,Citibank,7842,5875.13,USD,5875.13,USD,Wire,0
2024/03/02 23:42,Wells,3549,Deutsche,1264,882.46,USD,882.46,USD,Cheque,0
2024/03/05 02:57,HSBC,5723,Citibank,3524,5389.35,USD,5389.35,USD,Wire,0
2024/01/18 03:17,UBS,4375,Deutsche,7512,8307.4,USD,8307.4,USD,Wire,0
2024/01/26 17:21,Chase,3655,Deutsche,6749,5855.62,USD,5855.62,USD,Cash,0
2024/02/02 11:09,Wells,1349,Deutsche,8002,4110.38,USD,4110.38,USD,ACH,1
2024/03/31 20:56,Deutsche,9919,BNP,5559,8193.41,USD,8193.41,USD,Wire,0
2024/03/26 05:16,Barclays,3499,BNP,8332,2942.88,USD,2942.88,USD,Cheque,0
2024/03/30 11:45,UBS,6879,Deutsche,5404,2355.12,USD,2355.12,USD,Wire,0
2024/01/14 12:17,Barclays,2162,UBS,4976,7692.08,GBP,7692.08,GBP,Wire,0
2024/01/04 15:34,BNP,4628,Chase,8855,8813.22,USD,8813.22,USD,Wire,0
2024/01/27 19:44,Barclays,5362,Citibank,8482,193.18,USD,193.18,USD,Cheque,0
2024/03/23 13:03,UBS,5168,Citibank,1350,6382.23,USD,6382.23,USD,Cheque,0
2024/03/04 14:57,Barclays,9321,HSBC,5019,5732.83,USD,5732.83,USD,Wire,0
2024/03/18 07:09,Chase,4060,Chase,5244,6512.62,USD,6512.62,USD,Wire,0
2024/02/24 16:57,BNP,2781,Barclays,8005,9116.43,USD,9116.43,USD,Cash,1
2024/02/16 06:14,Chase,4618,BNP,8004,5094.29,USD,5094.29,USD,Cash,1
2024/01/12 23:45,BNP,8948,BNP,2464,50.0,USD,50.0,USD,Cheque,0
2024/02/01 04:19,Wells,9140,Citibank,8785,5037.08,USD,5037.08,USD,Wire,0
2024/03/09 07:49,Wells,1347,BNP,9307,4832.19,GBP,4832.19,GBP,Wire,0
2024/02/04 22:33,Deutsche,8378,Deutsche,8782,108.03,USD,108.03,USD,Cheque,0
2024/02/27 05:44,Chase,9001,BNP,4605,8649.19,USD,8649.19,USD,ACH,1
2024/03/18 09:31,Citibank,7002,BNP,7003,41969.79,USD,41969.79,USD,Wire,1
2024/01/04 16:46,BNP,7213,Wells,8260,444.9,USD,444.9,USD,Cheque,0
2024/02/26 07:15,Chase,7923,HSBC,3853,7758.24,USD,7758.24,USD,Cheque,0
2024/02/08 02:24,Chase,1620,UBS,7186,50.0,GBP,50.0,GBP,Wire,0
2024/01/01 02:41,HSBC,8314,Citibank,1467,7781.75,USD,7781.75,USD,Wire,0
2024/02/05 03:45,Citibank,8033,BNP,5723,2103.63,USD,2103.63,USD,Wire,0
2024/03/09 05:09,BNP,1906,Barclays,5024,9317.23,USD,9317.23,USD,Wire,0
2024/03/14 14:46,Chase,4013,Chase,2445,50.0,EUR,50.0,EUR,Wire,0
2024/02/12 18:02,HSBC,8994,UBS,2361,376.78,USD,376.78,USD,Wire,0
2024/01/13 12:56,BNP,4071,Citibank,7132,6338.41,USD,6338.41,USD,ACH,0
2024/02/02 23:18,Citibank,8457,Barclays,2663,4900.62,USD,4900.62,USD,Cash,0
2024/02/23 05:40,Barclays,3695,UBS,8322,2858.01,USD,2858.01,USD,ACH,0
2024/02/06 12:33,UBS,6078,Deutsche,9632,8127.07,GBP,8127.07,GBP,ACH,0
2024/03/20 06:31,Chase,1281,HSBC,6759,10318.37,USD,10318.37,USD,ACH,0
2024/03/06 08:05,UBS,7126,UBS,7102,2923.74,USD,2923.74,USD,Cheque,0
2024/02/13 13:50,Deutsche,2288,Deutsche,2116,4000.63,GBP,4000.63,GBP,ACH,0
2024/01/19 23:05,BNP,1777,Chase,7160,5859.78,USD,5859.78,USD,Cheque,0
2024/01/11 02:37,Citibank,6033,Wells,5433,10312.39,USD,10312.39,USD,Wire,0
2024/03/05 13:50,Wells,3972,Barclays,5998,4400.44,USD,4400.44,USD,Wire,0
2024/03/13 15:01,BNP,6383,Barclays,3140,2317.15,USD,2317.15,USD,Cheque,0
2024/03/06 20:52,Barclays,5583,HSBC,7904,9124.72,USD,9124.72,USD,Credit Card,0
2024/02/22 09:30,HSBC,3633,BNP,2907,6527.35,USD,6527.35,USD,Cheque,0
2024/03/16 12:44,Chase,9664,BNP,9275,9256.72,USD,9256.72,USD,Wire,0
2024/01/24 01:06,Deutsche,7963,Chase,1810,7331.39,EUR,7331.39,EUR,Cheque,0
2024/01/30 01:01,HSBC,9080,BNP,5943,5817.66,USD,5817.66,USD,Cheque,0
2024/01/22 06:17,UBS,1348,Citibank,7083,6439.41,USD,6439.41,USD,Cheque,0
2024/01/24 10:16,Citibank,4212,BNP,9246,3456.2,USD,3456.2,USD,Cheque,0
2024/03/22 01:05,Deutsche,7013,Chase,7014,21123.02,USD,21123.02,USD,Wire,1
2024/01/01 11:57,UBS,4507,HSBC,8088,9865.77,GBP,9865.77,GBP,Wire,0
2024/02/01 15:48,Chase,5737,Chase,9297,8571.57,USD,8571.57,USD,Bitcoin,0
2024/03/16 05:18,Citibank,7957,Wells,3471,5071.59,GBP,5071.59,GBP,Wire,0
2024/03/30 13:01,UBS,9164,BNP,4519,6710.6,USD,6710.6,USD,Wire,0
2024/02/18 07:52,UBS,2146,Wells,8715,3892.36,GBP,3892.36,GBP,Wire,0
2024/01/14 02:17,Chase,7049,Citibank,5514,3320.19,GBP,3320.19,GBP,Wire,0
2024/03/08 07:44,Barclays,2949,Deutsche,9288,5732.73,USD,5732.73,USD,Wire,0
2024/03/18 02:35,Chase,7014,Chase,7015,49201.09,USD,49201.09,USD,Wire,1
2024/02/01 07:06,BNP,1568,Deutsche,8002,6380.73,USD,6380.73,USD,Cash,1
2024/02/04 21:11,Wells,6803,UBS,5954,2514.34,USD,2514.34,USD,Cash,0
2024/01/11 11:52,Deutsche,4050,HSBC,3442,50.0,USD,50.0,USD,Wire,0
2024/03/15 11:10,UBS,4153,BNP,5470,3957.71,USD,3957.71,USD,ACH,0
2024/02/12 14:59,Citibank,9584,HSBC,3188,3693.78,EUR,3693.78,EUR,Wire,0
2024/02/03 08:04,Deutsche,7568,Barclays,7207,7338.86,USD,7338.86,USD,ACH,0
2024/02/19 15:44,Deutsche,4801,UBS,4913,5232.92,EUR,5232.92,EUR,ACH,0
2024/01/06 09:55,Deutsche,3610,Wells,2404,3310.7,USD,3310.7,USD,ACH,0
2024/02/03 17:59,Citibank,1350,Deutsche,1310,9955.98,EUR,9955.98,EUR,Wire,0
2024/03/01 18:35,HSBC,4820,Barclays,8001,7118.72,USD,7118.72,USD,Cash,1
2024/02/29 11:19,Chase,1343,Deutsche,7822,5109.33,USD,5109.33,USD,Wire,0
2024/01/20 04:02,BNP,3196,UBS,4288,9124.25,EUR,9124.25,EUR,ACH,0
2024/03/05 15:09,Citibank,7858,BNP,7927,6976.73,USD,6976.73,USD,ACH,0
2024/02/23 11:41,HSBC,9002,Citibank,1504,13435.88,USD,13435.88,USD,Credit Card,1
2024/02/09 20:27,Barclays,5313,UBS,1990,4277.99,USD,4277.99,USD,Wire,0
2024/03/15 21:39,Citibank,7409,UBS,2633,4059.72,USD,4059.72,USD,ACH,0
2024/02/03 18:19,BNP,5601,Citibank,4488,2676.94,USD,2676.94,USD,Wire,0
2024/03/27 21:28,BNP,3147,UBS,5095,3343.92,USD,3343.92,USD,Cheque,0
2024/01/04 17:42,HSBC,5032,Deutsche,1632,10128.6,GBP,10128.6,GBP,ACH,0
2024/02/09 06:25,Deutsche,8932,Barclays,4978,10134.27,USD,10134.27,USD,ACH,0
2024/01/23 19:18,Barclays,1489,BNP,4993,3688.92,USD,3688.92,USD,Credit Card,0
2024/03/15 18:04,Wells,7369,UBS,6096,7461.8,USD,7461.8,USD,Bitcoin,0
2024/02/24 02:31,Deutsche,9706,Deutsche,9117,8485.2,USD,8485.2,USD,Cash,0
2024/03/23 10:54,Chase,4816,Chase,2751,7134.39,GBP,7134.39,GBP,Credit Card,0
2024/02/23 02:42,Barclays,8194,Wells,5291,2687.96,USD,2687.96,USD,Cheque,0
2024/02/07 04:06,BNP,1466,Deutsche,2853,3475.64,USD,3475.64,USD,Wire,0
2024/03/25 18:21,BNP,2573,BNP,1538,9714.18,USD,9714.18,USD,Cheque,0
2024/02/16 09:22,Deutsche,5590,BNP,8004,5980.77,USD,5980.77,USD,ACH,1
2024/03/24 01:03,HSBC,6437,Chase,9724,5513.34,EUR,5513.34,EUR,ACH,0
2024/01/20 23:21,UBS,2824,Wells,9976,2373.11,USD,2373.11,USD,Wire,0
2024/02/18 07:22,HSBC,7070,UBS,9911,6796.5,GBP,6796.5,GBP,Cheque,0
2024/01/16 01:25,UBS,1267,Barclays,4380,6312.35,EUR,6312.35,EUR,Cheque,0
2024/03/19 08:20,UBS,6580,BNP,7797,6804.65,USD,6804.65,USD,Wire,0
2024/02/03 22:45,Chase,8307,Wells,4274,4934.87,USD,4934.87,USD,Cheque,0
2024/03/03 23:17,Barclays,1813,HSBC,2845,3402.87,USD,3402.87,USD,Wire,0
2024/03/05 16:32,Barclays,6619,Barclays,2116,4820.76,GBP,4820.76,GBP,ACH,0
2024/02/29 05:31,UBS,1644,BNP,1594,228.05,USD,228.05,USD,ACH,0
2024/02/15 06:51,UBS,7948,Citibank,1464,4953.59,GBP,4953.59,GBP,ACH,0
2024/03/20 14:59,BNP,3007,Chase,5221,9117.16,USD,9117.16,USD,Bitcoin,0
2024/03/22 16:45,Wells,1363,Citibank,4090,8325.04,EUR,8325.04,EUR,Cheque,0
2024/02/27 17:49,Wells,3165,Deutsche,8286,7179.19,EUR,7179.19,EUR,Wire,0
2024/01/17 04:22,Wells,3223,HSBC,5285,2374.67,USD,2374.67,USD,Wire,0
2024/03/01 15:38,HSBC,5774,Barclays,8001,5521.67,USD,5521.67,USD,Cash,1
2024/03/18 09:56,Citibank,6074,Chase,5935,3689.61,USD,3689.61,USD,Wire,0
2024/01/03 20:19,Deutsche,7200,UBS,2757,7387.16,USD,7387.16,USD,ACH,0
2024/03/06 23:47,HSBC,7685,UBS,8875,50.0,USD,50.0,USD,ACH,0
2024/01/15 08:32,Wells,2960,Deutsche,4380,7681.46,USD,7681.46,USD,Wire,0
2024/03/02 09:36,Chase,3823,Barclays,4676,6723.06,USD,6723.06,USD,ACH,0
2024/03/09 10:16,BNP,8660,Wells,5797,50.0,EUR,50.0,EUR,Wire,0
2024/02/05 00:07,Citibank,5357,UBS,9980,12467.76,USD,12467.76,USD,Wire,0
2024/01/01 01:07,BNP,5993,Chase,6126,1059.12,GBP,1059.12,GBP,ACH,0
2024/03/02 20:16,Barclays,5468,Barclays,8001,9256.32,USD,9256.32,USD,Cash,1
2024/03/10 10:02,HSBC,7010,Chase,7008,36250.76,USD,36250.76,USD,Wire,1
2024/01/06 11:32,Citibank,9270,Deutsche,9446,70.26,USD,70.26,USD,Wire,0
2024/03/08 06:54,HSBC,8942,Deutsche,4062,5299.13,USD,5299.13,USD,Wire,0
2024/02/19 10:59,UBS,6502,UBS,3898,4035.05,USD,4035.05,USD,Wire,0
2024/01/29 23:22,UBS,6143,BNP,7808,4960.67,USD,4960.67,USD,Wire,0
2024/03/14 08:48,Chase,7008,HSBC,7009,12289.28,USD,12289.28,USD,Wire,1
2024/01/22 23:09,Wells,8878,Chase,5683,2192.8,USD,2192.8,USD,ACH,0
2024/02/21 16:57,Deutsche,1183,Citibank,6055,4353.31,USD,4353.31,USD,ACH,0
2024/02/22 17:51,Chase,3173,Citibank,6915,4257.16,GBP,4257.16,GBP,Bitcoin,0
2024/02/23 23:00,Citibank,3123,Barclays,4093,10616.7,EUR,10616.7,EUR,ACH,0
2024/01/05 07:27,Deutsche,8342,Chase,5608,11067.77,USD,11067.77,USD,Cheque,0
2024/01/22 08:11,Barclays,2238,Barclays,4957,6232.91,GBP,6232.91,GBP,Wire,0
2024/02/08 03:44,Deutsche,1244,Chase,3456,5531.69,USD,5531.69,USD,Wire,0
2024/03/14 08:42,UBS,7451,Chase,5989,4254.73,GBP,4254.73,GBP,Wire,0
2024/03/19 18:23,Deutsche,3537,Barclays,5826,6071.43,USD,6071.43,USD,Credit Card,0
2024/02/02 21:14,BNP,6182,Chase,8434,5585.85,USD,5585.85,USD,Wire,0
2024/01/11 08:06,Chase,9190,HSBC,8283,6825.19,USD,6825.19,USD,ACH,0
2024/02/17 01:09,Citibank,1144,Barclays,3119,7035.21,USD,7035.21,USD,Wire,0
2024/03/01 07:47,Barclays,7699,UBS,2120,7691.58,USD,7691.58,USD,Wire,0
2024/01/30 23:06,Wells,3180,UBS,5557,50.0,USD,50.0,USD,Wire,0
2024/01/24 22:20,HSBC,4206,Citibank,5519,11935.49,EUR,11935.49,EUR,ACH,0
2024/02/15 04:52,Chase,9930,Chase,5965,6399.48,USD,6399.48,USD,ACH,0
2024/03/12 03:50,HSBC,7010,Chase,7008,19542.11,USD,19542.11,USD,Wire,1
2024/03/25 01:31,Wells,4794,UBS,7299,8379.83,USD,8379.83,USD,ACH,0
2024/01/25 02:20,Barclays,7757,Wells,9546,5310.37,USD,5310.37,USD,Wire,0
2024/01/27 07:52,UBS,2182,HSBC,4080,4515.94,EUR,4515.94,EUR,ACH,0
2024/01/15 19:02,Barclays,7226,Deutsche,6275,2703.24,USD,2703.24,USD,Wire,0
2024/02/02 03:41,Citibank,5640,Barclays,2770,6086.37,EUR,6086.37,EUR,Wire,0
2024/02/26 09:22,BNP,6329,HSBC,5114,4516.63,USD,4516.63,USD,Wire,0
2024/03/09 23:50,Citibank,6510,BNP,1355,7510.77,USD,7510.77,USD,Wire,0
2024/03/13 11:29,Chase,4958,BNP,4125,1844.22,USD,1844.22,USD,Bitcoin,0
2024/03/21 18:26,BNP,6306,UBS,3521,6681.58,USD,6681.58,USD,ACH,0
2024/02/17 12:03,Wells,3223,BNP,3892,10069.47,USD,10069.47,USD,ACH,0
2024/02/25 19:00,Wells,5168,Barclays,8005,8455.39,USD,8455.39,USD,ACH,1
2024/03/11 09:24,Barclays,5782,Chase,6469,3514.25,USD,3514.25,USD,ACH,0
2024/03/13 23:41,BNP,6064,BNP,6897,1854.72,EUR,1854.72,EUR,Wire,0
2024/03/22 04:49,Citibank,7002,BNP,7003,45934.66,USD,45934.66,USD,Wire,1
2024/03/19 21:04,Deutsche,4927,Wells,7110,6054.71,USD,6054.71,USD,ACH,0
2024/02/22 18:09,Wells,3531,Chase,6560,5656.82,USD,5656.82,USD,ACH,0
2024/01/11 11:54,BNP,4877,Deutsche,4789,2061.87,USD,2061.87,USD,Wire,0
2024/03/27 04:55,Deutsche,9388,UBS,3015,3699.63,USD,3699.63,USD,Wire,0
2024/03/25 21:25,Chase,4685,BNP,4831,10062.71,USD,10062.71,USD,Cheque,0
2024/01/17 23:43,Chase,9588,Barclays,2154,5338.07,GBP,5338.07,GBP,Bitcoin,0
2024/02/05 03:43,UBS,6831,BNP,2685,5686.91,USD,5686.91,USD,Wire,0
2024/02/23 13:28,Citibank,7506,UBS,3253,3092.59,USD,3092.59,USD,Wire,0
2024/02/06 04:11,Deutsche,4347,Deutsche,6423,6063.86,GBP,6063.86,GBP,Wire,0
2024/03/24 02:21,Chase,7015,BNP,7011,32898.32,USD,32898.32,USD,Wire,1
2024/01/14 15:07,HSBC,5238,Citibank,3562,6906.23,GBP,6906.23,GBP,ACH,0
2024/03/29 03:44,Chase,3832,Chase,2839,4563.02,USD,4563.02,USD,Wire,0
2024/03/24 05:08,Chase,7014,Chase,7015,28965.31,USD,28965.31,USD,Wire,1
2024/03/24 04:50,BNP,7011,Deutsche,7012,26351.32,USD,26351.32,USD,Wire,1
2024/03/21 04:10,Citibank,9880,BNP,4577,7804.05,GBP,7804.05,GBP,ACH,0
2024/03/04 01:42,Chase,5011,UBS,5812,9082.7,USD,9082.7,USD,ACH,0
2024/03/18 11:40,Citibank,9321,Deutsche,1437,1988.93,GBP,1988.93,GBP,Wire,0
2024/01/28 05:50,Citibank,4320,Citibank,6647,5757.04,GBP,5757.04,GBP,ACH,0
2024/01/24 11:08,Deutsche,7006,Wells,7007,36627.39,USD,36627.39,USD,Wire,1
2024/02/21 16:05,Citibank,5597,Deutsche,3423,4975.47,USD,4975.47,USD,Wire,0
2024/02/29 09:05,Chase,1138,Wells,3702,2950.77,USD,2950.77,USD,Cheque,0
